A0A183 GO:0031424,
Q96EK5 GO:0030154,GO:0006839,GO:0007399,GO:0019894,GO:0005856,GO:0005739,
Q96EK6 GO:0044267,GO:0006488,GO:0006041,GO:0001889,GO:0006044,GO:0043687,GO:0018279,GO:0006048,GO:0004343,GO:0048029,GO:0005829,GO:0005793,GO:0010008,GO:0000139,GO:0005770,
Q96EK7 GO:0030154,GO:0006355,GO:0006351,GO:0005634,
Q96EL1 GO:0021915,
Q96EL2 GO:0006412,GO:0044822,GO:0003735,GO:0005762,GO:0005763,
Q96EM0 GO:0008152,GO:0016836,GO:0050346,
Q96EN8 GO:0006777,GO:0032324,GO:0043545,GO:0044281,GO:0006766,GO:0006767,GO:0016829,GO:0008265,GO:0030151,GO:0030170,GO:0016740,GO:0005829,
Q96EP0 GO:0023035,GO:0043123,GO:0051092,GO:0097039,GO:0000209,GO:0050852,GO:0043130,GO:0004842,GO:0008270,GO:0035631,GO:0005737,GO:0009898,GO:0071797,
Q96EP1 GO:0007067,GO:0007093,GO:0019941,GO:0000209,GO:0006511,GO:0000166,GO:0004842,GO:0008270,GO:0005634,GO:0016605,
Q96EP5 GO:0030154,GO:0008283,GO:0001893,GO:0007283,GO:0000166,GO:0044822,GO:0003723,GO:0035613,GO:0005737,GO:0005634,
Q96EQ8 GO:0045087,GO:0032480,GO:0004842,GO:0008270,
Q96ER3 GO:0006953,GO:0005576,
Q96ES6 GO:0055085,GO:0016021,
Q96ES7 GO:0006325,GO:0071169,GO:0043966,GO:0006355,GO:0006351,GO:0035064,GO:0005671,GO:0070461,
Q96EU6 GO:0042274,GO:0006364,GO:0044822,GO:0005730,GO:0005634,
Q96EU7 GO:0044267,GO:0016266,GO:0043687,GO:0004653,GO:0070062,GO:0000139,GO:0016021,
Q96EV8 GO:0031532,GO:0008089,GO:0048490,GO:0007596,GO:0032438,GO:0061024,GO:0031175,GO:0048812,GO:0060155,GO:0010628,GO:0001956,GO:0006892,GO:0060159,GO:0014059,GO:0030424,GO:0031083,GO:0030054,GO:0005737,GO:0005829,GO:0043197,GO:0005789,GO:0010008,GO:0030426,GO:0033162,GO:0043005,GO:0005634,GO:0014069,GO:0045211,GO:0042383,GO:0016528,GO:0030672,
Q96EX5 GO:0018208,GO:0006457,GO:0000413,GO:0005509,GO:0005528,GO:0003755,GO:0005783,GO:0016020,
Q96EY1 GO:0006919,GO:0006924,GO:0007569,GO:0009790,GO:0006264,GO:0043066,GO:0008285,GO:0043154,GO:0043124,GO:0060336,GO:0032088,GO:0006469,GO:0000122,GO:0007528,GO:0043065,GO:0031398,GO:0042102,GO:0006457,GO:0050821,GO:0009408,GO:0034341,GO:0071340,GO:0007264,GO:0033077,GO:0005524,GO:0005133,GO:0046872,GO:0051059,GO:0019901,GO:0005083,GO:0008134,GO:0030054,GO:0005737,GO:0005829,GO:0019897,GO:0043231,GO:0005759,GO:0042645,GO:0005739,GO:0031594,GO:0005634,GO:0045211,
Q96EY5 GO:0015031,GO:0042058,GO:0043162,GO:0008289,GO:0043130,GO:0016235,GO:0005737,GO:0005829,GO:0000813,GO:0070062,GO:0043231,GO:0031902,GO:0005815,GO:0005634,GO:0031982,
Q96EY7 GO:0032543,GO:0006417,GO:0044822,GO:0043024,GO:0019843,GO:0005739,
Q96EY8 GO:0009236,GO:0009235,GO:0044281,GO:0006766,GO:0006767,GO:0005524,GO:0008817,GO:0005759,
Q96EY9 GO:0008033,GO:0016787,GO:0008270,
Q96EZ3 GO:2000134,GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005737,GO:0005730,GO:0005634,
Q96EZ5 GO:0007155,GO:0006928,GO:0007159,GO:0009103,GO:0005788,GO:0005886,
Q96EZ8 GO:0006464,GO:0006325,GO:0006310,GO:0006281,GO:0043984,GO:0043981,GO:0043982,GO:0006355,GO:0006351,GO:0005737,GO:0000123,GO:0031011,GO:0071339,GO:0005654,GO:0005634,
Q96F07 GO:0097202,GO:0006915,GO:0016337,GO:0038096,GO:0045087,GO:0045862,GO:0030054,GO:0005737,GO:0005829,GO:0070062,GO:0043005,GO:0048471,GO:0045202,
Q96F10 GO:0046204,GO:0032920,GO:0009447,GO:0032918,GO:0032919,GO:0004145,GO:0005737,GO:0070062,
Q96F15 GO:0043011,GO:0043066,GO:0032689,GO:0050995,GO:0045019,GO:0050868,GO:0010524,GO:0032831,GO:0045588,GO:0002925,GO:0045838,GO:0002729,GO:0045954,GO:0046902,GO:0030217,GO:0043029,GO:0001659,GO:0005525,GO:0016021,GO:0005764,GO:0005741,
Q96F24 GO:0010467,GO:0006355,GO:0006367,GO:0005737,GO:0005654,
Q96F25 GO:0044267,GO:0006488,GO:0043687,GO:0018279,GO:0005789,GO:0016021,
Q96F44 GO:0051607,GO:0045087,GO:0050768,GO:0045892,GO:0046597,GO:1902187,GO:0032897,GO:0046598,GO:0004842,GO:0008270,GO:0005737,GO:0005634,
Q96F45 GO:0070315,GO:0008285,GO:0010629,GO:0061351,GO:0006355,GO:0006351,GO:0046872,GO:0003676,GO:0005634,
Q96F46 GO:0007166,GO:0019221,GO:0072537,GO:1900017,GO:0032747,GO:0030368,GO:0005576,GO:0005887,
Q96F66 GO:0006915,GO:0051607,GO:0006954,GO:0045087,GO:0046642,GO:0043066,GO:0050687,GO:0046329,GO:0032088,GO:0032480,GO:0007219,GO:0035872,GO:0070423,GO:0045732,GO:0002669,GO:0035519,GO:0070936,GO:0070534,GO:0016567,GO:0042787,GO:0001558,GO:0090085,GO:0006511,GO:0046718,GO:0045236,GO:0043021,GO:0004842,GO:0005938,GO:0005737,GO:0031410,GO:0005829,GO:0005634,GO:0005886,
Q96F80 GO:0006397,GO:0044822,GO:0005847,GO:0005634,
Q96F81 GO:0007368,GO:0060539,GO:0009953,GO:0009880,GO:0007225,GO:0015833,GO:0070207,GO:0050708,GO:0007224,GO:0008158,GO:0015197,GO:0016323,GO:0016021,
Q96F86 GO:0043928,GO:0010467,GO:0016071,GO:0000288,GO:0016070,GO:0042802,GO:0003723,GO:0000932,GO:0005829,
Q96FA3 GO:0045087,GO:0002755,GO:0032088,GO:0042130,GO:0030890,GO:0001819,GO:0043123,GO:0031398,GO:0034141,GO:0034145,GO:0070936,GO:0043331,GO:0032496,GO:0008063,GO:0034166,GO:0034134,GO:0034142,GO:0034146,GO:0034162,GO:0002224,GO:0038123,GO:0038124,GO:0004842,GO:0005829,GO:0005634,
Q96FC9 GO:0006987,GO:0006200,GO:0044267,GO:0032508,GO:0030968,GO:0000086,GO:0000084,GO:0000070,GO:0008284,GO:0007062,GO:0016032,GO:0051539,GO:0005524,GO:0004003,GO:0003677,GO:0003678,GO:0008094,GO:0004386,GO:0046872,GO:0003723,GO:0030496,GO:0000790,GO:0005730,GO:0005654,GO:0005634,GO:0000922,
Q96FE0 GO:0008015,GO:0007596,GO:0007597,GO:0006958,GO:0042730,GO:0045087,GO:0001869,GO:0010951,GO:0030168,GO:0002576,GO:0004867,GO:0072562,GO:0005576,GO:0005615,GO:0070062,GO:0031093,
Q96FE2 GO:0042552,GO:0051262,GO:0032313,GO:0016791,GO:0019208,GO:0035091,GO:0017112,GO:0016020,GO:0005774,
Q96FE7 GO:0043553,GO:0014067,GO:0036313,GO:0016021,GO:0005886,
Q96FF9 GO:0006302,GO:0000082,GO:0007067,GO:0000278,GO:0007076,GO:0051329,GO:0007080,GO:0007064,GO:0071922,GO:0003682,GO:0005694,GO:0000775,GO:0008278,GO:0005737,GO:0005829,GO:0000790,GO:0005654,GO:0005634,GO:0005886,
Q96FH0 GO:0007507,
Q96FI4 GO:0006284,GO:0032074,GO:0006289,GO:0006979,GO:0003684,GO:0019104,GO:0003906,GO:0016798,GO:0008022,GO:0008270,GO:0005694,GO:0005737,GO:0005815,GO:0005634,
Q96FI6 GO:0021695,GO:0006325,GO:0070314,GO:0070734,GO:0045605,GO:2000134,GO:0045814,GO:0048387,GO:0051154,GO:0034244,GO:0000122,GO:0045892,GO:0010718,GO:0043406,GO:0071902,GO:0032320,GO:0042127,GO:0014013,GO:0006355,GO:0006351,GO:0003682,GO:0001047,GO:0003677,GO:0042054,GO:0046976,GO:0003723,GO:0043565,GO:0005737,GO:0035098,GO:0005654,GO:0005634,GO:0045120,
Q96FJ2 GO:0019886,GO:0006915,GO:0097193,GO:0007017,GO:1900740,GO:0008039,GO:0006810,GO:0003774,GO:0005813,GO:0005829,GO:0030286,GO:0005874,GO:0016459,GO:0005886,
Q96FL8 GO:0015695,GO:0055085,GO:0015238,GO:0005451,GO:0016021,GO:0031988,GO:0005886,
Q96FM1 GO:0006506,GO:0006505,GO:0016788,GO:0000139,GO:0016021,GO:0031227,
Q96FN5 GO:0007018,GO:0005524,GO:0003777,GO:0005737,GO:0070062,GO:0005871,GO:0005874,
Q96FN9 GO:0019478,GO:0016788,GO:0005737,
Q96FQ6 GO:0051592,GO:0005509,GO:0044822,GO:0042803,GO:0005737,GO:0005829,GO:0070062,GO:0005730,GO:0005886,
Q96FS4 GO:0008283,GO:0042631,GO:0007010,GO:0035556,GO:0007162,GO:0045786,GO:0030308,GO:0043547,GO:0032854,GO:0007165,GO:0005096,GO:0046582,GO:0005829,GO:0016020,GO:0005634,GO:0048471,GO:0043234,GO:0030133,
Q96FT5 GO:0007411,GO:0031104,GO:0008347,GO:0001764,GO:0048678,GO:0005509,GO:0005604,GO:0005578,
Q96FT7 GO:0034220,GO:0035725,GO:0006810,GO:0005216,GO:0005272,GO:0015081,GO:0005887,
Q96FT9 GO:0060271,GO:0035721,GO:0005737,GO:0030991,GO:0015630,GO:0005815,
Q96FV3 GO:0016567,GO:0004842,GO:0016021,GO:0000151,
Q96FV9 GO:0006915,GO:0006406,GO:0006397,GO:2000002,GO:0048297,GO:0032786,GO:0000018,GO:0032784,GO:0031297,GO:0006396,GO:0008380,GO:0007165,GO:0006351,GO:0046784,GO:0003677,GO:0003723,GO:0005737,GO:0045171,GO:0016363,GO:0016607,GO:0005634,GO:0000347,GO:0000445,GO:0000346,
Q96FW1 GO:0006974,GO:0006281,GO:0002376,GO:2000780,GO:1901315,GO:0071108,GO:0019784,GO:0008242,GO:0043130,GO:0031625,GO:0004843,GO:0005737,GO:0070062,
Q96FW9 GO:0006915,GO:0006886,GO:0035091,GO:0030659,GO:0005768,
Q96FX2 GO:0050709,GO:0017183,GO:0051099,GO:0046872,GO:0005737,GO:0005634,
Q96FX8 GO:0097202,GO:0097186,GO:0002934,GO:0034113,GO:0072332,GO:0045862,GO:0030057,GO:0005794,GO:0005887,GO:0005739,
Q96FZ5 GO:0006935,GO:0005615,GO:0016021,
Q96FZ7 GO:0016197,GO:0061024,GO:0015031,GO:0019058,GO:0016032,GO:0047485,GO:0005829,GO:0070062,GO:0031902,
Q96G01 GO:0009653,GO:0008298,GO:0072393,GO:0072385,GO:1900275,GO:1900737,GO:0048260,GO:0033365,GO:1900276,GO:0006396,GO:0034063,GO:0016032,GO:0008093,GO:0034452,GO:0045502,GO:0031871,GO:0017137,GO:0005200,GO:0031410,GO:0005856,GO:0005829,GO:0005794,GO:0072517,GO:0016020,GO:0048471,GO:0005802,
Q96G03 GO:0016052,GO:0005975,GO:0046386,GO:0019388,GO:0006006,GO:0005978,GO:0005980,GO:0044281,GO:0000287,GO:0004614,GO:0008973,GO:0005829,
Q96G21 GO:0006364,GO:0005730,GO:0030529,
Q96G23 GO:0046513,GO:0044281,GO:0030148,GO:0006665,GO:0043565,GO:0003700,GO:0050291,GO:0005783,GO:0005789,GO:0016021,GO:0031965,
Q96G25 GO:0010467,GO:0016567,GO:0006367,GO:0001104,GO:0016592,GO:0005654,
Q96G30 GO:0097009,GO:0006112,GO:0007631,GO:0030819,GO:0034394,GO:0031780,GO:0070996,GO:0031781,GO:0031782,GO:0031783,GO:0005783,GO:0005789,GO:0016021,GO:0005886,
Q96G54 GO:0007155,GO:0005576,GO:0016021,GO:0005886,
Q96G61 GO:0043647,GO:0044281,GO:0008486,GO:0052840,GO:0052846,GO:0052847,GO:0052843,GO:0052848,GO:0052844,GO:0052845,GO:0046872,GO:0005829,GO:0005622,
Q96G74 GO:0045087,GO:0032480,GO:0071108,GO:0070536,GO:0032496,GO:0004843,GO:0005829,
Q96G91 GO:0007190,GO:0001973,GO:0019722,GO:0071318,GO:0006952,GO:0007186,GO:0023041,GO:0007200,GO:0007268,GO:0045031,GO:0045028,GO:0030594,GO:0004872,GO:0005887,GO:0005886,
Q96G97 GO:0008219,GO:0045444,GO:0016042,GO:0034389,GO:0019915,GO:0050995,GO:0030176,
Q96GA7 GO:0006520,GO:0003941,GO:0004794,GO:0030170,GO:0005739,
Q96GC2 GO:0007126,GO:0006470,GO:0007283,GO:0004725,GO:0008138,
Q96GC6 GO:0006355,GO:0006351,GO:0046872,GO:0043565,GO:0003700,GO:0003714,GO:0005813,GO:0005737,GO:0005730,GO:0005634,
Q96GC9 GO:0006914,GO:0034329,GO:0016337,GO:0007566,GO:0010506,GO:0000421,GO:0005783,GO:0033116,GO:0016021,GO:0005886,GO:0000407,
Q96GD0 GO:0031247,GO:0071318,GO:0030836,GO:0006470,GO:0032361,GO:0032465,GO:0007088,GO:0031072,GO:0000287,GO:0004721,GO:0004647,GO:0033883,GO:0005856,GO:0005829,GO:0031258,GO:0032587,
Q96GD3 GO:0009653,GO:0009952,GO:0006338,GO:0016458,GO:0045892,GO:0007283,GO:0006351,GO:0003677,GO:0003700,GO:0010369,GO:0005654,GO:0005634,
Q96GE5 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96GF1 GO:0006914,GO:0016567,GO:0016874,GO:0008270,GO:0016021,GO:0005741,
Q96GM5 GO:0006338,GO:0048096,GO:0007399,GO:0006337,GO:0006357,GO:0032947,GO:0003713,GO:0071565,GO:0071564,GO:0016514,
Q96GP6 GO:0007157,GO:0005044,GO:0016021,
Q96GR2 GO:0001676,GO:0042552,GO:0001552,GO:0051384,GO:0000038,GO:0005524,GO:0004467,GO:0031957,GO:0005737,GO:0016023,GO:0005783,
Q96GR4 GO:0018345,GO:0016409,GO:0019706,GO:0008270,GO:0005783,GO:0005794,GO:0016021,
Q96GV9 GO:0060271,GO:0015031,GO:0035869,GO:0005737,
Q96GW7 GO:0005975,GO:0007155,GO:0030206,GO:0030207,GO:0030204,GO:0030208,GO:0022617,GO:0030198,GO:0030203,GO:0021766,GO:0044281,GO:0030246,GO:0005540,GO:0031225,GO:0005576,GO:0005796,GO:0043202,GO:0005578,
Q96GW9 GO:0010467,GO:0006431,GO:0006418,GO:0005524,GO:0004825,GO:0005759,
Q96GX1 GO:0042384,GO:0060271,GO:0007224,GO:0005737,GO:0005856,GO:0016021,GO:0036038,
Q96GX5 GO:0006974,GO:0000086,GO:0007067,GO:0000278,GO:0034048,GO:0051726,GO:0005524,GO:0016301,GO:0051721,GO:0004674,GO:0005813,GO:0032154,GO:0005737,GO:0005654,GO:0005634,
Q96GX9 GO:0006915,GO:0034641,GO:0019284,GO:0019509,GO:0043066,GO:0006595,GO:0070372,GO:0044281,GO:0000096,GO:0042802,GO:0046570,GO:0008270,GO:0005829,
Q96GY3 GO:0000086,GO:0000278,GO:0051726,GO:0005654,GO:0017053,
Q96H20 GO:0016197,GO:0061024,GO:0015031,GO:0006357,GO:0006351,GO:0008134,GO:0005829,GO:0070062,GO:0031902,GO:0005634,GO:0005667,
Q96H40 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0070062,GO:0005634,
Q96H52 GO:0007010,GO:0008286,GO:0043066,GO:2001237,GO:0008284,GO:0043568,GO:0045840,GO:0033138,GO:0010800,GO:0045944,GO:0045893,GO:0006606,GO:0022604,GO:0040008,GO:0001932,GO:0070577,GO:0005158,GO:0005634,
Q96H72 GO:0006882,GO:0061448,GO:0071577,GO:0042803,GO:0005385,GO:0005794,GO:0030173,GO:0016021,GO:0048471,
Q96H78 GO:0055085,GO:0016021,GO:0005743,
Q96H86 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96H96 GO:0008219,GO:0006071,GO:0008299,GO:0044281,GO:0006744,GO:0002083,GO:0047293,GO:0016021,GO:0005743,
Q96HA7 GO:0042994,GO:0000724,GO:2001141,GO:0031297,GO:0042393,GO:0003714,GO:0005737,GO:0043596,GO:0005634,
Q96HA8 GO:0006464,GO:0070773,GO:0005829,GO:0005634,
Q96HA9 GO:0016559,GO:0044375,GO:0005779,GO:0031231,GO:0005777,GO:0043234,
Q96HB4 GO:0001525,GO:0007420,GO:0007155,GO:0007267,GO:0021801,GO:0007186,GO:0021819,GO:0008285,GO:2001223,GO:0007218,GO:0045785,GO:0035025,GO:0070528,GO:0007266,GO:0010573,GO:0005518,GO:0050840,GO:0004930,GO:0005576,GO:0097451,GO:0016021,GO:0005887,
Q96HC4 GO:0061001,GO:0051963,GO:0003779,GO:0042805,GO:0005080,GO:0008270,GO:0015629,GO:0030054,GO:0005829,GO:0016020,GO:0043005,GO:0014069,GO:0045211,
Q96HD1 GO:0003279,GO:0003197,GO:0005509,GO:0016021,
Q96HD9 GO:0016032,GO:0004046,GO:0016788,GO:0046872,GO:0016324,GO:0005737,GO:0070062,
Q96HE7 GO:0050873,GO:0044267,GO:0006464,GO:0051085,GO:0030968,GO:0070059,GO:0006457,GO:0051209,GO:0034976,GO:0009266,GO:0016491,GO:0016671,GO:0003756,GO:0005783,GO:0005788,GO:0005789,GO:0043231,GO:0016020,
Q96HF1 GO:0060349,GO:0007420,GO:0003214,GO:0007267,GO:0031668,GO:0071481,GO:0002063,GO:0030199,GO:0060028,GO:0048546,GO:0009790,GO:0042733,GO:0008406,GO:0071425,GO:0008584,GO:0030514,GO:0090090,GO:0010667,GO:0030308,GO:0030336,GO:0008285,GO:0043154,GO:0061185,GO:0050680,GO:0010719,GO:1902042,GO:0010629,GO:1902230,GO:0043508,GO:0042662,GO:0050732,GO:2000041,GO:0045892,GO:0030178,GO:0001843,GO:0003151,GO:0001569,GO:0090179,GO:0045766,GO:0043065,GO:0090263,GO:0035413,GO:0033630,GO:0030307,GO:0008284,GO:0045600,GO:0045669,GO:0033138,GO:0045944,GO:0036342,GO:2000035,GO:0042493,GO:0007584,GO:0061056,GO:0001944,GO:0090244,GO:0061133,GO:0001968,GO:0005178,GO:0010577,GO:0030165,GO:0048018,GO:0042813,GO:0017147,GO:0005737,GO:0031012,GO:0005615,GO:0005886,
Q96HG5 GO:0051084,GO:0034332,GO:0007411,GO:0007596,GO:0034329,GO:0045216,GO:0006928,GO:0044267,GO:0006325,GO:0038096,GO:0045087,GO:0061024,GO:0006457,GO:0001895,GO:0021762,GO:0005524,GO:0019894,GO:0050998,GO:0005200,GO:0030957,GO:0030424,GO:0072562,GO:0030863,GO:0005737,GO:0005856,GO:0005829,GO:0005615,GO:0070062,GO:0070688,GO:0035267,GO:0005654,GO:0014069,GO:0030529,
Q96HI0 GO:0007049,GO:0051301,GO:0044267,GO:0043687,GO:0016925,GO:0008234,GO:0043231,GO:0005730,GO:0005654,GO:0005634,
Q96HK3 GO:0007190,GO:0007202,GO:0007596,GO:0005975,GO:0005513,GO:0007173,GO:0038095,GO:0008543,GO:0007186,GO:0006006,GO:0005980,GO:0045087,GO:0043647,GO:0061024,GO:0006936,GO:0060315,GO:0048011,GO:0046209,GO:0007603,GO:0030168,GO:0002576,GO:0030801,GO:0051343,GO:0051000,GO:0032516,GO:0035307,GO:0060316,GO:0055117,GO:0010881,GO:1901844,GO:0032465,GO:0002027,GO:1901841,GO:0050999,GO:0010880,GO:0022400,GO:0001975,GO:0051592,GO:0051412,GO:0016056,GO:0007165,GO:0044281,GO:0021762,GO:0007268,GO:0005509,GO:0044325,GO:0031997,GO:0030235,GO:0043274,GO:0019904,GO:0072542,GO:0031996,GO:0031432,GO:0005813,GO:0005737,GO:0005829,GO:0005576,GO:0070062,GO:0030426,GO:0005654,GO:0005886,GO:0030017,GO:0005876,GO:0000922,
Q96HK4 GO:0034614,GO:0042744,GO:0001893,GO:0007005,GO:0030099,GO:0043066,GO:0043154,GO:0033673,GO:0008284,GO:0051092,GO:0051881,GO:0042542,GO:0032496,GO:0006979,GO:0008785,GO:0016209,GO:0043027,GO:0019900,GO:0004601,GO:0051920,GO:0008022,GO:0019901,GO:0005737,GO:0005769,GO:0005759,GO:0005739,
Q96HL8 GO:0006661,GO:1900027,GO:0019902,GO:0035091,GO:0032587,
Q96HN2 GO:0006730,GO:0004013,
Q96HP0 GO:0007596,GO:0007264,GO:0005085,GO:0005829,GO:0048471,
Q96HP6 GO:0030037,GO:0051497,GO:0043089,GO:0051491,GO:0001921,GO:0032312,GO:0008360,GO:0051270,GO:0051056,GO:0007264,GO:0008060,GO:0005547,GO:0005100,GO:0008270,GO:0031410,GO:0005829,GO:0005794,GO:0032580,GO:0005886,GO:0005802,
Q96HP8 GO:2001199,GO:0016021,
Q96HR3 GO:0030521,GO:0010467,GO:0030518,GO:0045893,GO:0006357,GO:0019827,GO:0006367,GO:0030374,GO:0004872,GO:0001104,GO:0046966,GO:0003712,GO:0042809,GO:0016592,GO:0005654,GO:0005634,
Q96HR8 GO:0001522,GO:0042254,GO:0006364,GO:0044822,GO:0003723,GO:0005737,GO:0005634,GO:0005732,
Q96HS1 GO:0016311,GO:0070266,GO:0043547,GO:0005096,GO:0016791,GO:0004721,GO:0032403,GO:0016021,GO:0005741,GO:0005739,
Q96HU1 GO:0007050,GO:0045732,GO:0032486,GO:0032483,GO:0005097,GO:0017137,GO:0005737,GO:0005921,
Q96HU8 GO:0006184,GO:0007264,GO:0005525,GO:0005886,
Q96HW7 GO:0016180,GO:0032039,
Q96HY7 GO:0008219,GO:0006091,GO:0006096,GO:0006099,GO:0004591,GO:0030976,GO:0005739,
Q96HZ4 GO:0030154,GO:0007399,GO:0006357,GO:0006355,GO:0006351,GO:0003677,GO:0003700,GO:0003712,GO:0008134,GO:0005634,GO:0005667,
Q96I15 GO:0006520,GO:0030170,GO:0009000,GO:0016740,GO:0005829,
Q96I23 GO:0006506,GO:0009893,GO:0005789,GO:0000506,GO:0005739,
Q96I24 GO:0010628,GO:0045893,GO:0006351,GO:0003677,GO:0044822,GO:0005737,GO:0005634,
Q96I25 GO:0006397,GO:0008380,GO:0000166,GO:0003723,GO:0005737,GO:0005634,GO:0005681,
Q96I27 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96I36 GO:0033617,GO:0016021,GO:0031966,GO:0005739,
Q96I59 GO:0006421,GO:0010467,GO:0006418,GO:0004816,GO:0005524,GO:0003676,GO:0005737,GO:0005759,GO:0005739,
Q96I82 GO:0030154,GO:0030198,GO:0007275,GO:0001503,GO:0001558,GO:0005614,
Q96I86 GO:0001955,GO:0051151,GO:0016032,GO:0044822,GO:0005737,GO:0005634,
Q96I99 GO:0044237,GO:0044281,GO:0006105,GO:0006104,GO:0006099,GO:0005524,GO:0019003,GO:0005525,GO:0004776,GO:0005759,GO:0005739,GO:0005886,GO:0045244,
Q96ID6 GO:0002042,GO:0071277,GO:0071397,GO:0035690,GO:0032869,GO:0071467,GO:0071401,GO:0002062,GO:0002430,GO:0006507,GO:0035701,GO:0097241,GO:0008286,GO:0008285,GO:0010897,GO:0001503,GO:0046470,GO:0010694,GO:0043065,GO:0045919,GO:0010595,GO:0010907,GO:0010983,GO:0035774,GO:0051044,GO:0051047,GO:0010867,GO:1900076,GO:0009749,GO:0070633,GO:0004621,GO:0004630,GO:0017080,GO:0005737,GO:0005615,GO:0005622,GO:0043231,GO:0005765,GO:0005578,
Q96IF0 GO:0019470,GO:0034641,GO:0006561,GO:0006562,GO:0010133,GO:0006560,GO:0044281,GO:0003842,GO:0004029,GO:0009055,GO:0042802,GO:0005759,
Q96IF1 GO:0016339,GO:0034613,GO:0048041,GO:0000086,GO:0035195,GO:0046474,GO:0030032,GO:0000278,GO:0035331,GO:0033673,GO:0000122,GO:0031328,GO:2000637,GO:0043123,GO:0043406,GO:0031334,GO:0030334,GO:1900037,GO:0043087,GO:0001666,GO:0006351,GO:0035313,GO:0045294,GO:0003682,GO:0003714,GO:0008270,GO:0005911,GO:0000932,GO:0005829,GO:0005925,GO:0030027,GO:0005815,GO:0005634,GO:0005886,GO:0005667,
Q96IH5 GO:0048846,GO:0007411,GO:0007413,GO:0060385,GO:0007155,GO:0002042,GO:0007267,GO:0035729,GO:0071679,GO:0016358,GO:0060666,GO:0035767,GO:0097102,GO:0007507,GO:0048012,GO:0048843,GO:2001237,GO:0043524,GO:0021675,GO:0001764,GO:0009887,GO:0001569,GO:0048008,GO:0050918,GO:0048842,GO:0060301,GO:0010595,GO:0001938,GO:0050731,GO:1902336,GO:0014911,GO:0090259,GO:0060627,GO:0009611,GO:0031290,GO:0071526,GO:1902285,GO:0007165,GO:0061549,GO:0097490,GO:0097491,GO:0021636,GO:0048010,GO:0015026,GO:0019955,GO:0019838,GO:0008201,GO:0046872,GO:0017154,GO:0005021,GO:0030424,GO:0009986,GO:0031410,GO:0005829,GO:0005576,GO:0030426,GO:0016021,GO:0005883,GO:0043025,GO:0005886,GO:0043235,GO:0002116,
Q96II1 GO:0001578,GO:0001764,GO:0017111,GO:0000166,GO:0005737,GO:0005874,
Q96II9 GO:0006479,GO:0030091,GO:0004719,GO:0005737,GO:0005783,
Q96IJ6 GO:0044267,GO:0006488,GO:0009298,GO:0043687,GO:0018279,GO:0016779,GO:0005737,
Q96IK0 GO:0043123,GO:0007165,GO:0004871,GO:0016021,
Q96IK1 GO:0007067,GO:0000777,GO:0005737,GO:0005815,
Q96IK5 GO:0030154,GO:0007275,GO:0006355,GO:0007283,GO:0005635,GO:0016363,
Q96IL0 GO:0097193,GO:0043280,GO:0090200,GO:0034393,GO:0005739,
Q96IQ3 GO:0006511,GO:0004843,GO:0005737,GO:0005739,GO:0005634,
Q96IQ9 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96IR2 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q96IR6 GO:0006754,GO:0006200,GO:0015991,GO:0044237,GO:0009790,GO:0006629,GO:0042776,GO:0001937,GO:0022904,GO:0044281,GO:0005524,GO:0042288,GO:0044822,GO:0046933,GO:0046961,GO:0022857,GO:0070062,GO:0005743,GO:0005759,GO:0005753,GO:0005739,GO:0005886,GO:0045261,
Q96IR7 GO:0009072,GO:0003868,GO:0046872,
Q96IS3 GO:0050896,GO:0006351,GO:0007601,GO:0043565,GO:0003700,GO:0005634,
Q96IT0 GO:0006084,GO:0044255,GO:0071353,GO:0006112,GO:0006633,GO:0006631,GO:0035338,GO:0015939,GO:0031325,GO:0044281,GO:0019432,GO:0006766,GO:0006767,GO:0047451,GO:0004317,GO:0004316,GO:0004315,GO:0004313,GO:0004314,GO:0008144,GO:0047117,GO:0004319,GO:0004312,GO:0016295,GO:0070402,GO:0004320,GO:0016296,GO:0044822,GO:0008270,GO:0005737,GO:0005829,GO:0070062,GO:0042587,GO:0005794,GO:0042470,GO:0005739,GO:0005886,
Q96IT1 GO:0000122,GO:0045893,GO:0006366,GO:0003677,GO:0046872,GO:0000981,GO:0016604,GO:0005634,
Q96IT5 GO:0007411,GO:0001502,GO:0051216,GO:0060351,GO:0071773,GO:0007417,GO:0002062,GO:0030574,GO:0030199,GO:0060272,GO:0001958,GO:0022617,GO:0030198,GO:0003007,GO:0042472,GO:0060174,GO:2001240,GO:0030903,GO:0071599,GO:0060021,GO:0006029,GO:0010468,GO:0007605,GO:0001501,GO:0001894,GO:0007601,GO:0030020,GO:0042802,GO:0046872,GO:0048407,GO:0005604,GO:0005585,GO:0005788,GO:0005576,GO:0005615,
Q96IU2 GO:0001933,GO:0090263,GO:0045944,GO:0050821,GO:0016055,GO:0003677,GO:0046872,GO:0005829,GO:0016020,
